Name,National,Region,Male_Pct,Female_Pct,Types,Type1,Type2,Height.m.,Weight.kg.,Capt_Rate,Egg_Steps,Egg_Groups,Group1,Group2,Exp_Points,Exp_Speed,Base_Happiness,Base_Total,HP,Attack,Defense,Special_Attack,Special_Defense,Speed,Normal_Dmg,Fire_Dmg,Water_Dmg,Eletric_Dmg,Grass_Dmg,Ice_Dmg,Fight_Dmg,Poison_Dmg,Ground_Dmg,Flying_Dmg,Psychic_Dmg,Bug_Dmg,Rock_Dmg,Ghost_Dmg,Dragon_Dmg,Dark_Dmg,Steel_Dmg,Fairy_Dmg,Mega_Evolutions,isMega,hasAlolan,isAlolan,Generation,Legendary
Graveler(alolan),75,Kanto,50,50,2,rock,electric,1,110,120,3840,1,Mineral,None,1059862,Medium Slow,70,390,55,95,115,45,45,35,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1,0,FALSE,FALSE,TRUE,1,FALSE
Golem,76,Kanto,50,50,2,rock,ground,1.4,300,45,3840,1,Mineral,None,1059862,Medium Slow,70,495,80,120,130,55,65,45,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0,FALSE,TRUE,FALSE,1,FALSE
Golem(alolan),76,Kanto,50,50,2,rock,electric,1.7,316,45,3840,1,Mineral,None,1059862,Medium Slow,70,495,80,120,130,55,65,45,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1,0,FALSE,FALSE,TRUE,1,FALSE
Ponyta,77,Kanto,50,50,1,fire,None,1,30,190,5120,1,Field,None,1000000,Medium Fast,70,410,50,85,55,65,65,90,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,1,FALSE
Rapidash,78,Kanto,50,50,1,fire,None,1.7,95,60,5120,1,Field,None,1000000,Medium Fast,70,500,65,100,70,80,80,105,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,1,FALSE
Slowpoke,79,Kanto,50,50,2,water,psychic,1.2,36,190,5120,2,Monster,Water 1,1000000,Medium Fast,70,315,90,65,65,40,40,15,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
Slowbro,80,Kanto,50,50,2,water,psychic,1.6,78.5,75,5120,2,Monster,Water 1,1000000,Medium Fast,70,490,95,75,110,100,80,30,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,1,FALSE,FALSE,FALSE,1,FALSE
Mega Slowbro,80,Kanto,50,50,2,water,psychic,2,120,75,5120,2,Monster,Water 1,1000000,Medium Fast,70,590,95,75,180,130,80,30,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,0,TRUE,FALSE,FALSE,1,FALSE
Magnemite,81,Kanto,0,0,2,electric,steel,0.3,6,190,5120,1,Mineral,None,1000000,Medium Fast,70,325,25,35,70,95,55,45,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,0,FALSE,FALSE,FALSE,1,FALSE
Magneton,82,Kanto,0,0,2,electric,steel,1,60,60,5120,1,Mineral,None,1000000,Medium Fast,70,465,50,60,95,120,70,70,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,0,FALSE,FALSE,FALSE,1,FALSE
Farfetchd,83,Kanto,50,50,2,normal,flying,0.8,15,45,5120,2,Flying,Field,1000000,Medium Fast,70,377,52,90,55,58,62,60,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Doduo,84,Kanto,50,50,2,normal,flying,1.4,39.2,190,5120,1,Flying,None,1000000,Medium Fast,70,310,35,85,45,35,35,75,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Dodrio,85,Kanto,50,50,2,normal,flying,1.8,85.2,45,5120,1,Flying,None,1000000,Medium Fast,70,470,60,110,70,60,60,110,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Seel,86,Kanto,50,50,1,water,None,1.1,90,190,5120,2,Water 1,Field,1000000,Medium Fast,70,325,65,45,55,45,70,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
Dewgong,87,Kanto,50,50,2,water,ice,1.7,120,75,5120,2,Water 1,Field,1000000,Medium Fast,70,475,90,70,80,70,95,70,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Grimer,88,Kanto,50,50,1,poison,None,0.9,30,190,5120,1,Amorphous,None,1000000,Medium Fast,70,325,80,80,50,40,50,25,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0,FALSE,TRUE,FALSE,1,FALSE
Grimer(alolan),88,Kanto,50,50,2,poison,dark,0.7,42,190,5120,1,Amorphous,None,1000000,Medium Fast,70,325,80,80,50,40,50,25,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,0,FALSE,FALSE,TRUE,1,FALSE
Muk,89,Kanto,50,50,1,poison,None,1.2,30,75,5120,1,Amorphous,None,1000000,Medium Fast,70,500,105,105,75,65,100,50,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0,FALSE,TRUE,FALSE,1,FALSE
Muk(alolan),89,Kanto,50,50,2,poison,dark,1,52,75,5120,1,Amorphous,None,1000000,Medium Fast,70,500,105,105,75,65,100,50,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,0,FALSE,FALSE,TRUE,1,FALSE
Shellder,90,Kanto,50,50,1,water,None,0.3,4,190,5120,1,Water 3,None,1250000,Slow,70,305,30,65,100,45,25,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
Cloyster,91,Kanto,50,50,2,water,ice,1.5,132.5,60,5120,1,Water 3,None,1250000,Slow,70,525,50,95,180,85,45,70,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Gastly,92,Kanto,50,50,2,ghost,poison,1.3,0.1,190,5120,1,Amorphous,None,1059862,Medium Slow,70,310,30,35,30,100,35,80,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,0,FALSE,FALSE,FALSE,1,FALSE
Haunter,93,Kanto,50,50,2,ghost,poison,1.6,0.1,90,5120,1,Amorphous,None,1059862,Medium Slow,70,405,45,50,45,115,55,95,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,0,FALSE,FALSE,FALSE,1,FALSE
Gengar,94,Kanto,50,50,2,ghost,poison,1.5,40.5,45,5120,1,Amorphous,None,1059862,Medium Slow,70,500,60,65,60,130,75,110,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,1,FALSE,FALSE,FALSE,1,FALSE
Mega Gengar,94,Kanto,50,50,2,ghost,poison,1.4,40.5,45,5120,1,Amorphous,None,1059862,Medium Slow,70,600,60,65,80,170,95,130,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,0,TRUE,FALSE,FALSE,1,FALSE
Onix,95,Kanto,50,50,2,rock,ground,8.8,210,45,6400,1,Mineral,None,1000000,Medium Fast,70,385,35,45,160,30,45,70,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0,FALSE,FALSE,FALSE,1,FALSE
Drowzee,96,Kanto,50,50,1,psychic,None,1,32.4,190,5120,1,Human-like,None,1000000,Medium Fast,70,328,60,48,45,43,90,42,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Hypno,97,Kanto,50,50,1,psychic,None,1.6,75.6,75,5120,1,Human-like,None,1000000,Medium Fast,70,483,85,73,70,73,115,67,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Krabby,98,Kanto,50,50,1,water,None,0.4,6.5,225,5120,1,Water 3,None,1000000,Medium Fast,70,325,30,105,90,25,25,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
Kingler,99,Kanto,50,50,1,water,None,1.3,60,60,5120,1,Water 3,None,1000000,Medium Fast,70,475,55,130,115,50,50,75,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
Voltorb,100,Kanto,0,0,1,electric,None,0.5,10.4,190,5120,1,Mineral,None,1000000,Medium Fast,70,330,40,30,50,55,55,100,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
Electrode,101,Kanto,0,0,1,electric,None,1.2,66.6,60,5120,1,Mineral,None,1000000,Medium Fast,70,490,60,50,70,80,80,150,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
Exeggcute,102,Kanto,50,50,2,grass,psychic,0.4,2.5,90,5120,1,Grass,None,1250000,Slow,70,325,60,40,80,60,45,40,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Exeggutor,103,Kanto,50,50,2,grass,psychic,2,120,45,5120,1,Grass,None,1250000,Slow,70,530,95,95,85,125,75,55,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,0,FALSE,TRUE,FALSE,1,FALSE
Exeggutor(alolan),103,Kanto,50,50,2,grass,dragon,10.9,415.6,45,5120,1,Grass,None,1250000,Slow,70,530,95,105,85,125,75,45,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,0,FALSE,FALSE,TRUE,1,FALSE
Cubone,104,Kanto,50,50,1,ground,None,0.4,6.5,190,5120,1,Monster,None,1000000,Medium Fast,70,320,50,50,95,40,50,35,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Marowak,105,Kanto,50,50,1,ground,None,1,45,75,5120,1,Monster,None,1000000,Medium Fast,70,425,60,80,110,50,80,45,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0,FALSE,TRUE,FALSE,1,FALSE
Marowak(alolan),105,Kanto,50,50,2,fire,ghost,1,34,75,5120,1,Monster,None,1000000,Medium Fast,70,425,60,80,110,50,80,45,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,0,FALSE,FALSE,TRUE,1,FALSE
Hitmonlee,106,Kanto,100,0,1,fighting,None,1.5,49.8,45,6400,1,Human-like,None,1000000,Medium Fast,70,455,50,120,53,35,110,87,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,FALSE,FALSE,FALSE,1,FALSE
Hitmonchan,107,Kanto,100,0,1,fighting,None,1.4,50.2,45,6400,1,Human-like,None,1000000,Medium Fast,70,455,50,105,79,35,110,76,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,FALSE,FALSE,FALSE,1,FALSE
Lickitung,108,Kanto,50,50,1,normal,None,1.2,65.5,45,5120,1,Monster,None,1000000,Medium Fast,70,385,90,55,75,60,75,30,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Koffing,109,Kanto,50,50,1,poison,None,0.6,1,190,5120,1,Amorphous,None,1000000,Medium Fast,70,340,40,65,95,60,45,35,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0,FALSE,FALSE,FALSE,1,FALSE
Weezing,110,Kanto,50,50,1,poison,None,1.2,9.5,60,5120,1,Amorphous,None,1000000,Medium Fast,70,490,65,90,120,85,70,60,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0,FALSE,FALSE,FALSE,1,FALSE
Rhyhorn,111,Kanto,50,50,2,ground,rock,1,115,120,5120,2,Monster,Field,1250000,Slow,70,345,80,85,95,30,30,25,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0,FALSE,FALSE,FALSE,1,FALSE
Rhydon,112,Kanto,50,50,2,ground,rock,1.9,120,60,5120,2,Monster,Field,1250000,Slow,70,485,105,130,120,45,45,40,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0,FALSE,FALSE,FALSE,1,FALSE
Chansey,113,Kanto,0,100,1,normal,None,1.1,34.6,30,10240,1,Fairy,None,800000,Fast,140,450,250,5,5,35,105,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Tangela,114,Kanto,50,50,1,grass,None,1,35,45,5120,1,Grass,None,1000000,Medium Fast,70,435,65,55,115,100,40,60,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Kangaskhan,115,Kanto,0,100,1,normal,None,2.2,80,45,5120,1,Monster,None,1000000,Medium Fast,70,490,105,95,80,40,80,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,FALSE,FALSE,FALSE,1,FALSE
Mega Kangaskhan,115,Kanto,0,100,1,normal,None,2.2,100,45,5120,1,Monster,None,1000000,Medium Fast,70,590,105,125,100,60,100,100,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,TRUE,FALSE,FALSE,1,FALSE
Horsea,116,Kanto,50,50,1,water,None,0.4,8,225,5120,2,Water 1,Dragon,1000000,Medium Fast,70,295,30,40,70,70,25,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
Seadra,117,Kanto,50,50,1,water,None,1.2,25,75,5120,2,Water 1,Dragon,1000000,Medium Fast,70,440,55,65,95,95,45,85,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
Goldeen,118,Kanto,50,50,1,water,None,0.6,15,225,5120,1,Water 2,None,1000000,Medium Fast,70,320,45,67,60,35,50,63,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
Seaking,119,Kanto,50,50,1,water,None,1.3,39,60,5120,1,Water 2,None,1000000,Medium Fast,70,450,80,92,65,65,80,68,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
Staryu,120,Kanto,0,0,1,water,None,0.8,34.5,225,5120,1,Water 3,None,1250000,Slow,70,340,30,45,55,70,55,85,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
Starmie,121,Kanto,0,0,2,water,psychic,1.1,80,60,5120,1,Water 3,None,1250000,Slow,70,520,60,75,85,100,85,115,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
MrMime,122,Kanto,50,50,2,psychic,fairy,1.3,54.5,45,6400,1,Human-like,None,1000000,Medium Fast,70,460,40,45,65,100,120,90,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,0,FALSE,FALSE,FALSE,1,FALSE
Scyther,123,Kanto,50,50,2,bug,flying,1.5,56,45,6400,1,Bug,None,1000000,Medium Fast,70,500,70,110,80,55,80,105,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Jynx,124,Kanto,0,100,2,ice,psychic,1.4,40.6,45,6400,1,Human-like,None,1000000,Medium Fast,70,455,65,50,35,115,95,95,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1,0,FALSE,FALSE,FALSE,1,FALSE
Electabuzz,125,Kanto,75.4,24.6,1,electric,None,1.1,30,45,6400,1,Human-like,None,1000000,Medium Fast,70,490,65,83,57,95,85,105,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
Magmar,126,Kanto,75.4,24.6,1,fire,None,1.3,44.5,45,6400,1,Human-like,None,1000000,Medium Fast,70,495,65,95,57,100,85,93,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,1,FALSE
Pinsir,127,Kanto,50,50,1,bug,None,1.5,55,45,6400,1,Bug,None,1250000,Slow,70,500,65,125,100,55,70,85,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,1,FALSE,FALSE,FALSE,1,FALSE
Mega Pinsir,127,Kanto,50,50,2,bug,flying,1.7,59,45,6400,1,Bug,None,1250000,Slow,70,600,65,155,120,65,90,105,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,TRUE,FALSE,FALSE,1,FALSE
Tauros,128,Kanto,100,0,1,normal,None,1.4,88.4,45,5120,1,Field,None,1250000,Slow,70,490,75,100,95,40,70,110,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Magikarp,129,Kanto,50,50,1,water,None,0.9,10,255,1280,2,Water 2,Dragon,1250000,Slow,70,200,20,10,55,15,20,80,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
Gyarados,130,Kanto,50,50,2,water,flying,6.5,235,45,1280,2,Water 2,Dragon,1250000,Slow,70,540,95,125,79,60,100,81,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,1,FALSE,FALSE,FALSE,1,FALSE
Mega Gyarados,130,Kanto,50,50,2,water,dark,6.5,305,45,1280,2,Water 2,Dragon,1250000,Slow,70,640,95,155,109,70,130,81,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,0,TRUE,FALSE,FALSE,1,FALSE
Lapras,131,Kanto,50,50,2,water,ice,2.5,220,45,10240,2,Monster,Water 1,1250000,Slow,70,535,130,85,80,85,95,60,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Ditto,132,Kanto,0,0,1,normal,None,0.3,4,35,5120,1,Ditto,None,1000000,Medium Fast,70,288,48,48,48,48,48,48,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Eevee,133,Kanto,88.1,11.9,1,normal,None,0.3,6.5,45,8960,1,Field,None,1000000,Medium,70,325,55,55,50,45,65,55,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Vaporeon,134,Kanto,88.1,11.9,1,water,None,1,29,45,8960,1,Field,None,1000000,Medium Fast,70,525,130,65,60,110,95,65,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
Jolteon,135,Kanto,88.1,11.9,1,electric,None,0.8,24.5,45,8960,1,Field,None,1000000,Medium Fast,70,525,65,65,60,110,95,130,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,1,FALSE
Flareon,136,Kanto,88.1,11.9,1,fire,None,0.9,25,45,8960,1,Field,None,1000000,Medium Fast,70,525,65,130,60,95,110,65,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,1,FALSE
Porygon,137,Kanto,0,0,1,normal,None,0.8,36.5,45,5120,1,Mineral,None,1000000,Medium Fast,70,395,65,60,70,85,75,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Omanyte,138,Kanto,88.1,11.9,2,rock,water,0.4,7.5,45,7680,2,Water 1,Water 3,1000000,Medium Fast,70,355,35,40,100,90,55,35,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Omastar,139,Kanto,88.1,11.9,2,rock,water,1,35,45,7680,2,Water 1,Water 3,1000000,Medium Fast,70,495,70,60,125,115,70,55,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Kabuto,140,Kanto,88.1,11.9,2,rock,water,0.5,11.5,45,7680,2,Water 1,Water 3,1000000,Medium Fast,70,355,30,80,90,55,45,55,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Kabutops,141,Kanto,88.1,11.9,2,rock,water,1.3,40.5,45,7680,2,Water 1,Water 3,1000000,Medium Fast,70,495,60,115,105,65,70,80,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Aerodactyl,142,Kanto,88.1,11.9,2,rock,flying,1.8,59,45,8960,1,Flying,None,1250000,Slow,70,515,80,105,65,60,75,130,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,1,FALSE,FALSE,FALSE,1,FALSE
Mega Aerodactyl,142,Kanto,88.1,11.9,2,rock,flying,2.1,79,45,8960,1,Flying,None,1250000,Slow,70,615,80,135,85,70,95,150,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,0,TRUE,FALSE,FALSE,1,FALSE
Snorlax,143,Kanto,88.1,11.9,1,normal,None,2.1,460,25,10240,1,Monster,None,1250000,Slow,70,540,160,110,65,65,110,30,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,FALSE,FALSE,FALSE,1,FALSE
Articuno,144,Kanto,0,0,2,ice,flying,1.7,55.4,3,20480,0,None,None,1250000,Slow,35,580,90,85,100,95,125,85,1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,1,0,FALSE,FALSE,FALSE,1,TRUE
Zapdos,145,Kanto,0,0,2,electric,flying,1.6,52.6,3,20480,0,None,None,1250000,Slow,35,580,90,90,85,125,90,100,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,1,TRUE
Moltres,146,Kanto,0,0,2,fire,flying,2,60,3,20480,0,None,None,1250000,Slow,35,580,90,100,90,125,85,90,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,1,TRUE
Dratini,147,Kanto,50,50,1,dragon,None,1.8,3.3,45,10240,2,Water 1,Dragon,1250000,Slow,35,300,41,64,45,50,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0,FALSE,FALSE,FALSE,1,FALSE
Dragonair,148,Kanto,50,50,1,dragon,None,4,16.5,45,10240,2,Water 1,Dragon,1250000,Slow,35,420,61,84,65,70,70,70,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0,FALSE,FALSE,FALSE,1,FALSE
Dragonite,149,Kanto,50,50,2,dragon,flying,2.2,210,45,10240,2,Water 1,Dragon,1250000,Slow,35,600,91,134,95,100,100,80,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,0,FALSE,FALSE,FALSE,1,FALSE
Mewtwo,150,Kanto,0,0,1,psychic,None,2,122,3,30720,0,None,None,1250000,Slow,0,680,106,110,90,154,90,130,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,2,FALSE,FALSE,FALSE,1,TRUE
Mega Mewtwo X,150,Kanto,0,0,2,psychic,fighting,2.3,127,3,30720,0,None,None,1250000,Slow,0,780,106,190,100,154,100,130,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,0,TRUE,FALSE,FALSE,1,FALSE
Mega Mewtwo Y,150,Kanto,0,0,1,psychic,None,1.5,33,3,30720,0,None,None,1250000,Slow,0,780,106,150,70,194,120,140,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,TRUE,FALSE,FALSE,1,FALSE
Mew,151,Kanto,0,0,1,psychic,None,0.4,4,45,30720,0,None,None,1059862,Medium Slow,100,600,100,100,100,100,100,100,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,FALSE,FALSE,FALSE,1,TRUE
Chikorita,152,Johto,88.1,11.9,1,grass,None,0.9,6.4,45,5120,2,Monster,Grass,1059862,Medium Slow,70,318,45,49,65,49,65,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Bayleef,153,Johto,88.1,11.9,1,grass,None,1.2,15.8,45,5120,2,Monster,Grass,1059862,Medium Slow,70,405,60,62,80,63,80,60,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Meganium,154,Johto,88.1,11.9,1,grass,None,1.8,100.5,45,5120,2,Monster,Grass,1059862,Medium Slow,70,525,80,82,100,83,100,80,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,2,FALSE
Cyndaquil,155,Johto,88.1,11.9,1,fire,None,0.5,7.9,45,5120,1,Field,None,1059862,Medium Slow,70,309,39,52,43,60,50,65,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,2,FALSE
Quilava,156,Johto,88.1,11.9,1,fire,None,0.9,19,45,5120,1,Field,None,1059862,Medium Slow,70,405,58,64,58,80,65,80,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,2,FALSE
Typhlosion,157,Johto,88.1,11.9,1,fire,None,1.7,79.5,45,5120,1,Field,None,1059862,Medium Slow,70,534,78,84,78,109,85,100,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,FALSE,FALSE,FALSE,2,FALSE
Totodile,158,Johto,88.1,11.9,1,water,None,0.6,9.5,45,5120,2,Monster,Water 1,1059862,Medium Slow,70,314,50,65,64,44,48,43,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,FALSE,FALSE,FALSE,2,FALSE
